"user_id","hotel_hunter_index","average_bags_scaled","cancellation_rate_scaled","bargain_hunter_index","combined_booking_scaled","session_intencity_index"
"453168","","0.1","0","0.00044346488024607874","0.75","0"
"456663","","0.3","0","0.0020831249472691624","1","0"
"458814","","0","0","0.0028506719373518484","0.5","0"
"458919","","0.3","0","","1","0"
"460072","0.00015122924143531926","0","0","","0.5","0"
"463783","","0.13333333333333333","0","","0.25","0"
"463867","","0.2","0","","1","0"
"464239","","0.06666666666666667","0","","1","0"
"465531","","0","0","","1","0"
"467092","","0","0.5","","1","0"
"467339","","0.26666666666666666","0","","0.6666666666666666","0"
"468832","","0.15","0.16666666666666666","","0.6666666666666666","0"
"469440","","0.06666666666666667","0.2","","0.6","0"
"469464","0.00047085590077689725","0.3","0","","0.25","0"
"469699","","0.4","0","","0.5","0"
"469824","0.00029399880171104517","0.2","0","","0.6666666666666666","0"
"471161","0.005777912469171926","0.3","0","0.002406304263947266","1","0"
"471186","0.004761108556619153","0","0","","1","0"
"471687","","0.1","0","","1","0"
"471935","","0","0","","0.6666666666666666","0"
"471946","","","0","","0","0"
"472394","","0.2","0","","0.5","0"
"473847","0.0008924465995067509","0.2","0","0.14833065837135592","1","0"
"474007","","0","0","","1","0"
"474239","","0.2","0.5","","0.5","0"
"475531","","0.15","0","","0.75","0"
"476104","","0.23333333333333334","0","","0.8571428571428571","0"
"476124","","0.13333333333333333","0","0.00031079093443632587","1","0"
"476535","0.00010101854561161504","0.15","0","","0.75","0"
"476742","0.00483425991723446","0.2","0","","0","0"
"477285","0.004047360280901224","0.1","0","","1","0"
"477597","","0","0","0.0072886597229913225","1","0"
"477730","0.00028800735693683904","0","0","","1","0"
"478291","","0.2","0","","1","0"
"479078","","0","0","","1","0"
"481772","","0.2","0","0.01873281547464002","0","0"
"482335","","","0","","0","0"
"482424","","0.13333333333333333","0","0.0008452580979012382","0.75","0"
"482602","","0.1","0","","0.5","0"
"482621","","0.2","0","","0.5","0"
"483345","","0.08","0","","1","0"
"483483","","0.1","0","","1","0"
"483525","","0.2","0","","1","0"
"483982","","0.1","0","","1","0"
"484418","","0.13333333333333333","0","","1","0"
"485393","0.00021360197299669773","0","0.5","","1","0"
"485505","","0.2","0","0.002890328907291509","1","0"
"485658","","0.2","0.25","","1","0"
"485780","0.0006562722066630439","0.1","0","","0.6666666666666666","0"
"485891","0.00020691384859758391","0","0.3333333333333333","","0.6666666666666666","0"
"486261","","0","0","0.006656417115436002","0.5","0"
"486366","","0.2","0","","0.3333333333333333","0"
"487002","","0","0","","1","0"
"487453","0.0007137900764954228","0.1","0.14285714285714285","","0.8571428571428571","0"
"487637","0.0002772784907132606","0.1","0","","0.6666666666666666","0"
"488827","0.001589683568114367","0.06666666666666667","0","0.00121065589696868","0.6666666666666666","0"
"488865","","0.2","0","","1","0"
"488870","","0.2","0.25","","0.75","0"
"489096","","0","0","","1","0"
"489730","","0.1","0","","0.5","0"
"489785","0.00025535630518283195","0.06666666666666667","0","0.002270080368303766","1","0"
"490201","0.0007241984700915437","0.2","0","","1","0"
"490348","","0.2","0","","1","0"
"490576","0.005730886594490657","0.1","0","","1","0"
"490608","","0.3","0","","0.5","0"
"490629","","0.1","0","0.0002192451587904791","1","0"
"491175","","0.1","0","","1","0"
"491182","","0.12","0","0.000001438900017936878","1","0"
"491241","","0","0","0.0009472658258509474","0.6666666666666666","0"
"491617","","0.26666666666666666","0","0.0008528570752648788","0.75","0"
"492497","","0.2","0.5","","0.5","0"
"493177","0.0010025916482046566","0.1","0","","1","0"
"494463","","0.05","0","0.0016624080010780764","0.5","0"
"494484","0.000971488069678096","0.2","0","0.017170220844230463","0.3333333333333333","0"
"494630","","","0","","0","0"
"494985","","0.06666666666666667","0","","0.8333333333333334","0"
"495029","0.00003436506226708124","0.13333333333333333","0.2","0.004306737011521163","0.8","0"
"495727","","0.23333333333333334","0","","1","0"
"496016","0.00016180384288481102","0.15","0","0.0005099017314621819","1","0"
"496566","","0.13333333333333333","0","","0.25","0"
"497077","0.0000015675291560423022","0.06666666666666667","0.3333333333333333","0.0006782686207724802","0.8333333333333334","0"
"497225","","0.04","0","0.0028397206650528205","1","0"
"497915","0.000539230029678552","0.2","0","","1","0"
"498357","0.0002050626713085435","0.2","0","0.004582879351054877","0.8","0"
"498574","","0.13333333333333333","0","","0.5","0"
"499252","","0.4","0","0.002044291444669591","1","0"
"499313","","0.2","0","","1","0"
"499366","","0.25","0","0.000779607927977839","0.75","0"
"499375","0.00042519750867366134","0.12","0","","1","0"
"499634","","0.2","0","","1","0"
"499669","","0.2","0","","1","0"
"499847","","0","0","","1","0"
"500773","0.0016760579080104222","0","0","","0.75","0"
"501087","","0.1","0","","1","0"
"501512","0.021433348660285078","0.1","0","","1","0"
"501764","","0.1","0","","1","0"
"502435","","0.2","0","0.016321196418353903","1","0"
"502609","","0","0","0.0001239532459225423","1","0"
"502626","","0.2","0","","1","0"
"502799","","0.15","0","","1","0"
"503042","0.022227563432679846","0.2","0","","1","0"
"503973","","0.06666666666666667","0","0.007084497231162657","0.5","0"
"504473","","0.2","0","","1","0"
"504665","","0.4","0","0.0017790014224274787","0.5","0"
"504786","0.00018657080355027937","0.2","0","","0.3333333333333333","0"
"504916","","0","0.5","","1","0"
"505062","0.002354390087951932","0.06666666666666667","0","","1","0"
"505172","","0.4","0.3333333333333333","0.0017165653638070285","1","0"
"505414","","0","0","","1","0"
"505747","","0.2","0","","1","0"
"505933","0.0008088450445178281","0","0.3333333333333333","","1","0"
"506186","","0.1","0","","0.3333333333333333","0"
"506250","","0.13333333333333333","0","","1","0"
"506652","","0","0","","0.3333333333333333","0"
"506858","","0.06666666666666667","0","0.0007645562806035505","1","0"
"507376","","0.2","0","","0.5","0"
"507431","0.0011738554051391068","0.13333333333333333","0","","0.75","0"
"507531","","","0","","0","0"
"507732","0.000524577757146283","0.06666666666666667","0.16666666666666666","","0.6666666666666666","0"
"508240","","0.13333333333333333","0","0.012586544713246325","1","0"
"508625","","0.2","0.2","","0.6","0"
"508848","","0.2","0","","1","0"
"508857","","0.08","0","","1","0"
"508860","0.003022196212849559","0.1","0","","1","0"
"508877","0.00012993441678015214","0.16666666666666669","0","","0.8333333333333334","0"
"508938","","0.13333333333333333","0","","1","0"
"508940","","0","0","0.000532205868870011","1","0"
"508946","","0.06666666666666667","0","","0.75","0"
"508973","","0.4","0","","1","0"
"509162","","","0","","0","0"
"509221","","0.2","0","0.00017965057724356008","0.75","0"
"509341","","0","0","","0.5","0"
"509353","","0","0","","1","0"
"509411","0.0022467917903273","0.05","0","0.0023386498291448907","0.5","0"
"509454","","0.2","0","","0.5","0"
"509467","","0.3","0","","1","0"
"509516","0.0010910002926054422","0.2","0","","0.6666666666666666","0"
"509626","0.0005186392763201691","0.2","0","","1","0"
"509635","","0","0","","1","0"
"509638","","0","0","","0","0"
"509645","0.00013450893043753472","0.05","0.2","0.0012227038303479023","1","0"
"509749","0.000006301545780180083","0.13333333333333333","0","0.003433127124201572","0.8571428571428571","0"
"509765","0.008115620950549681","0.05","0","","1","0"
"509822","","0.06666666666666667","0","","1","0"
"509826","","0","0","","1","0"
"509892","","","0","","0","0"
"509990","0.02129331605567863","0","0","0.0021601447842860997","1","0"
"510044","0.007359424980542733","0.06666666666666667","0","0.0066929594842891175","1","0"
"510094","","0.4","0","","1","0"
"510108","","0.2","0.25","","0.75","0"
"510114","","0.06666666666666667","0","0.0027863161994558768","0.8333333333333334","0"
"510155","","0","0","","0.25","0"
"510156","","0.1","0","","0.8","0"
"510195","","0.13333333333333333","0","0.003517982354382573","0.75","0"
"510215","0.00010659198261087653","0.2","0","","0.3333333333333333","0"
"510227","","0.1","0","","1","0"
"510316","","","0","","0","0"
"510343","0.001408306194495218","0.12","0.16666666666666666","0.00019767952249563397","1","0"
"510356","","0.1","0","0.000539806447056197","1","0"
"510449","","0.15","0","0.004160887797894629","0.75","0"
"510537","0.0000724049181600492","0.25","0","","0.6","0"
"510545","","","0","","0","0"
"510558","","0.3","0.3333333333333333","0.018439658370809714","0.6666666666666666","0"
"510610","0.003279270994440496","0","0","","1","0"
"510676","","0.06666666666666667","0","","1","0"
"510707","","0.2","0","","0.5","0"
"510836","","0.12","0","","1","0"
"510841","0.00007287473782306468","0.075","0.1111111111111111","","1","0"
"510899","","0.1","0","","1","0"
"510946","","0.13333333333333333","0","","1","0"
"510960","","0.06666666666666667","0","","0.6666666666666666","0"
"510972","","0.13333333333333333","0","0.003874230192521667","1","0"
"511055","","0.1","0","0.004414249417000719","1","0"
"511126","0.00023191071353927185","0.13333333333333333","0","","0.6","0"
"511140","0.000017242820716465327","0","0","0.0008069723879627599","0.3333333333333333","0"
"511142","","0.26666666666666666","0","","1","0"
"511298","0.00005723018212844642","0.2","0","","0.75","0"
"511331","0.0014361632459697084","0.11428571428571428","0.125","0.00036553648851151576","0.75","0"
"511377","","","0","","0","0"
"511399","","0.1","0","","0.5","0"
"511418","0.0020858587969736237","0.1","0","0.013412077908155675","0.5","0"
"511433","0.0012017723529657652","0.15","0","","0.6","0"
"511469","","0.2","0","","0.3333333333333333","0"
"511489","0.0008289094177151693","0.2","0","","0.3333333333333333","0"
"511552","","0.2","0.5","0.03328789590999684","0.5","0"
"511560","","0","0","0.0034987440619632174","1","0"
"511568","","0","0","","0","0"
"511577","","0","0","0.008100550837984178","0.5","0"
"511680","","0.13333333333333333","0","","0.75","0"
"511784","","0.4","0.5","0.015067214417791996","1","0"
"511800","0.00045801709054645555","0.16666666666666669","0","","0.8571428571428571","0"
"511805","","0.1","0","","1","0"
"511809","","0","0","","0.5","0"
"511936","","0.1","0","","0.3333333333333333","0"
"511977","","0.1","0.3333333333333333","","0.6666666666666666","0"
"511998","","0","0","","1","0"
"512009","","0.2","0","","0.6666666666666666","0"
"512028","","0.1","0","","1","0"
"512078","","0.2","0","","1","0"
"512201","0.00029957223871030663","0.15","0","","0.75","0"
"512243","","0.1","0","0.002037095639329961","0.6666666666666666","0"
"512294","","0.2","0","","0.8","0"
"512295","0.00038292497954747675","0.08","0","0.0005570137241375005","0.8","0"
"512301","0.00029399880171104517","0.25","0","","0.4","0"
"512419","","0.4","0","","1","0"
"512440","","0.13333333333333333","0","","1","0"
"512447","","0.2","0","0.13828654899910112","0.5","0"
"512495","","0.1","0","","0.6666666666666666","0"
"512536","","0.1","0","","1","0"
"512587","","0.2","0","","1","0"
"512628","0.00024236412335730984","0.13333333333333333","0","","0.75","0"
"512655","0.00123939305271078","0.05","0","0.02122099236308256","0.75","0"
"512704","","0","0","0.0017965258925823372","0","0"
"512780","0.001523258332604986","0.1","0","","0.6666666666666666","0"
"512791","","0.2","0","0.006410066765495803","1","0"
"512846","0.000055966596534251086","0","0","","0.75","0"
"512848","0.0003720269197007064","0","0","","0.6666666666666666","0"
"512887","","0.13333333333333333","0","0.009069543467952246","1","0"
"512888","","0.1","0","","0.6666666666666666","0"
"512922","","0.2","0","","0.5","0"
"512999","","0.13333333333333333","0","","0.6666666666666666","0"
"513006","0.0001703381682899302","0.2","0","","1","0"
"513026","","0.06666666666666667","0","0.0011543925420897916","1","0"
"513058","","0.08","0","","0.3333333333333333","0"
"513220","0.00012735303543312572","0.08","0","0.0027112849735980308","1","0"
"513221","","0","0","","1","0"
"513237","","0","0","","0.5","0"
"513322","","0.2","0","","1","0"
"513387","","0.05","0","","0.8","0"
"513397","0.000049828426808738645","0.1","0","","0.6","0"
"513441","","0.2","0.5","","0.5","0"
"513495","0.0007104902739426247","0.2","0","","0.5","0"
"513497","0.0013418049575722106","0","0","","0.5","0"
"513569","0.0010627847677966808","0.2","0","","0.5","0"
"513659","","0","0","","1","0"
"513761","0.0008014495223457309","0.06666666666666667","0","","1","0"
"513791","","0.1","0","0.0008628451779112159","1","0"
"513796","","0.13333333333333333","0","","0.6666666666666666","0"
"513826","","0.1","0","0.009434945768781351","0.5","0"
"513844","","0.1","0","","0.3333333333333333","0"
"513856","","0.2","0","0.020237944850275403","1","0"
"513875","","0.2","0.2","","0.6","0"
"513964","","0.08","0","","0.6","0"
"514002","","0.08","0","","1","0"
"514053","0.00006559033762733868","0","0","0.009067446548568402","0.5","0"
"514132","","0.08","0","","0.8","0"
"514133","","0.1","0","0.00029128659800349885","0.3333333333333333","0"
"514164","0.000034311471526703734","0.06666666666666667","0","","0.75","0"
"514210","0.0011265309534757345","0.06666666666666667","0","0.00008674067453569576","1","0"
"514235","","0","0","","1","0"
"514261","0.03376332399782636","0.13333333333333333","0","","1","0"
"514337","0.001428165363875768","0.2","0","0.0003735391832857024","0.5","0"
"514342","","0.2","0","","0.5","0"
"514384","","0.2","0","","1","0"
"514515","","0.2","0","","0.6666666666666666","0"
"514589","","0.2","0","","1","0"
"514623","","0.2","0","","1","0"
"514737","","0.15","0","0.0011932659802311155","1","0"
"514867","","0.06666666666666667","0","","1","0"
"515013","","0.1","0","0.0008518395129998387","0.5","0"
"515202","","","0","","0","0"
"515229","0.0023053964803745343","0.06666666666666667","0.16666666666666666","","0.6666666666666666","0"
"515330","","0.06666666666666667","0","","1","0"
"515344","0.000017018887979887854","0.13333333333333333","0","0.00479724587818966","0.6","0"
"515478","","0","0","","1","0"
"515502","0.017073527567612757","","0","","0","0"
"515586","","0.12","0","","0.6","0"
"515645","","0.2","0","","0.3333333333333333","0"
"515684","0.000029917413606750234","0.17142857142857143","0","0.0000954057372658659","0.7142857142857143","0"
"515727","0.002191405760147139","0.05","0","","1","0"
"515831","","0.1","0","","0.5","0"
"515854","","","0","","0","0"
"515874","","","0","","0","0"
"515891","0.00014332843513966282","0.08","0","","0.8","0"
"516001","","","0","","0","0"
"516053","","0.08","0","0.00011058893494911777","0.6","0"
"516086","0.0007879446557705972","","0","","0","0"
"516216","","0.05","0","0.0006683783672295008","1","0"
"516273","","0.1","0","","1","0"
"516283","0.0033343584476385546","0.9","0.3333333333333333","0.001476013170567206","1","0"
"516290","","0","0","","0.6666666666666666","0"
"516301","","0.16","0.16666666666666666","","0.8333333333333334","0"
"516351","","0.13333333333333333","0","","1","0"
"516368","","0.6","0.5","","0.5","0"
"516578","0.00040559048515949455","0.05","0","","1","0"
"516594","","0.05","0","","1","0"
"516682","","0.2","0","","0","0"
"516732","","0.1","0","","0.6666666666666666","0"
"516806","0.000377260377043013","0.13333333333333333","0.14285714285714285","","0.8571428571428571","0"
"516862","","0","0","","0","0"
"516939","","0.2","0","0.16892803497903702","1","0"
"517076","0.000013917200036391266","0","0","","0.4","0"
"517467","","0.4","0","0.028588937489972762","0.5","0"
"517491","","0.1","0","","0.625","0"
"517581","","0.13333333333333333","0","","1","0"
"517674","","0.33333333333333337","0","","0.6666666666666666","0"
"517675","0.00013591399858860906","0.2","0","0.0009756304847393197","1","0"
"517739","","0.2","0","","1","0"
"517871","","0","0","","1","0"
"517931","0.000016956576261883692","0.13333333333333333","0","","0.6","0"
"518015","0.0001337624879822765","0.05","0","0.0010338565239175015","1","0"
"518121","0.001784495096370697","0.13333333333333333","0","0.005059411278169427","1","0"
"518347","","0.05","0","","0.75","0"
"518372","","0.1","0","0.00800092488205303","1","0"
"518406","","0.06666666666666667","0","","1","0"
"518450","","0","0","","0","0"
"518567","","0.2","0","","1","0"
"518579","","0.1","0","","0.6666666666666666","0"
"518585","","0.13333333333333333","0","0.002309777504208176","1","0"
"518694","","0","0","","0.5","0"
"518735","","","0","","0","0"
"518743","","0","0","","1","0"
"518747","","0.1","0","0.0021018093214123963","1","0"
"518826","","0","0","","1","0"
"518866","","0","0","","1","0"
"518971","","0.1","0","0.016210517519766897","1","0"
"519059","0.001653220749905948","0.1","0","0.0042952598852154765","1","0"
"519079","0.00007761644366585218","0.1","0","0.0001385279545509073","0.6","0"
"519205","0.0007221084312168206","0.1","0","","1","0"
"519254","0.00024165878056760424","0.06666666666666667","0","","0.8571428571428571","0"
"519393","","0.1","0","","0.3333333333333333","0"
"519469","0.0049547854923434895","0.1","0.25","","0.75","0"
"519532","","0.26666666666666666","0","","1","0"
"519726","","0","0","","1","0"
"519747","0.00001451415885224354","0.06666666666666667","0.14285714285714285","0.00008355357464856408","1","0"
"519787","","0.2","0.3333333333333333","","0.3333333333333333","0"
"519799","","0.08","0","0.0017089405096487266","0.6","0"
"519848","","0","0","","1","0"
"519853","","0","0","0.000816975508375054","0.5","0"
"519888","0.0014385438997736786","0.2","0","","0.75","0"
"519911","","0.03333333333333333","0","0.00006454351351036015","1","0"
"519961","","0.13333333333333333","0","","1","0"
"519982","","0.2","0.5","","0.5","0"
"520054","","0","0","","1","0"
"520063","","0","0","","1","0"
"520097","","0.1","0","0.001162550073746297","0.75","0"
"520141","","0.1","0","","0.6666666666666666","0"
"520152","","0.2","0","0.0003250899880171294","0.75","0"
"520225","","0.12","0","0.0028242052472127565","1","0"
"520277","","0","0","","1","0"
"520291","0.000021367897442892438","0.25","0","","1","0"
"520397","","0.1","0.2","","0.6","0"
"520411","","0.1","0","","1","0"
"520436","","0.16","0","","0.8333333333333334","0"
"520532","0.0006518308740542573","0.15","0","","1","0"
"520556","0.00006541821677883208","0.15","0","0.00010606635933901054","0.6","0"
"520680","","0","0","0.026685438626735444","1","0"
"520719","","0.1","0","","1","0"
"520762","","0.2","0","","0.5","0"
"520819","","0","0","","1","0"
"520844","","0","0","","0.5","0"
"520959","0.0203841491451741","0","0","","1","0"
"521065","0.033686201563349075","0.2","0.2","0.0018600488968596386","0.6","0"
"521152","","0","0","","1","0"
"521295","0.0010251640680516657","0.1","0","0.013670917778326873","1","0"
"521298","0.0015311624796221209","0.06666666666666667","0","","0.6666666666666666","0"
"521316","0.00029502059849424305","0.1","0","0.0007334192529469016","0.6666666666666666","0"
"521434","","0.25","0","0.001345476031480505","0.75","0"
"521462","","0.2","0","","0.6666666666666666","0"
"521509","","0.1","0","","1","0"
"521609","","0.1","0","","1","0"
"521642","0.00005120595243071521","","0","","0","0"
"521719","","0","0","","1","0"
"521743","0.000007812764365036237","0.05714285714285714","0","","0.8571428571428571","0"
"521748","0.0019434574816424915","0.1","0","","0.6666666666666666","0"
"521768","","0.13333333333333333","0","","0.6666666666666666","0"
"522005","0.00012449943568950385","0","0","","0.6","0"
"522086","","0","0","0.012705784783672132","1","0"
"522112","","0.1","0","","1","0"
"522118","","0.13333333333333333","0","","0.6666666666666666","0"
"522201","","","0","","0","0"
"522427","","0.1","0","0.004577606246420697","0.6666666666666666","0"
"522438","0.00020641223926765037","0.08","0","","1","0"
"522476","","0.16","0","","0.8","0"
"522631","","0.6","0","","1","0"
"522634","0.0014390721513573995","0.13333333333333333","0","0.0009115260536502664","0.5","0"
"522687","","0.13333333333333333","0","","0.5","0"
"522745","","0","0","","0.6666666666666666","0"
"522939","","0.1","0","","1","0"
"522944","","0.3","0","0.00737266372506816","1","0"
"522999","","0","0","","0.6666666666666666","0"
"523077","0.00016519345721368876","0.2","0","","0.25","0"
"523301","","0.06666666666666667","0","","1","0"
"523338","0.0002192129235142235","0.2","0","","1","0"
"523484","","0.15","0","0.0008049218258013512","0.4","0"
"523503","","0.2","0","","0","0"
"523505","","0.06666666666666667","0","","0.6","0"
"523511","","0","0","0.008085954257032756","0","0"
"523612","","0","0","","0.4","0"
"523666","","0.05","0","0.006748013154212397","1","0"
"523690","0.00011049705524522756","0.1","0","","0.5","0"
"523700","0.1","0","0","","1","0"
"523715","","0.5","0.25","","0.5","0"
"523768","","0","0.25","","0.75","0"
"523800","0.000017804034858752076","0","0","","0.25","0"
"523860","0.0008943044118398379","0","0","","0.3333333333333333","0"
"523866","","0.06666666666666667","0","","0.6666666666666666","0"
"523887","0.0006752725600696173","","0","","0","0"
"523981","","0.1","0","","0.6","0"
"524038","0.000590958491827948","0","0","","1","0"
"524057","","","0","","0","0"
"524076","","0.1","0","","0.6666666666666666","0"
"524116","","0.1","0","","0.5","0"
"524167","","0","0","0.0012045997288051842","1","0"
"524169","","0.13333333333333333","0","","0.6666666666666666","0"
"524180","0.000873868476175879","0.2","0","0.00074446150238681","1","0"
"524211","","0.06666666666666667","0","","1","0"
"524251","0.0016723999301681124","0.2","0","","0.6666666666666666","0"
"524412","0.00043628068624933567","0.15","0","0.00015352712766827283","0.8","0"
"524484","","0.2","0","","0","0"
"524606","","0.1","0","0.0014349162923728092","0","0"
"524668","0.00001741699062269225","0.2","0","","0.8","0"
"524728","","0.2","0","","0","0"
"524766","0.0015333918544218257","0.2","0","0.0006135515936866814","1","0"
"524834","0.00026787331577700677","0.1","0","0.0010536461195529189","1","0"
"524895","","0.06666666666666667","0","","1","0"
"524926","","0.05","0","0.004648997860720974","0.75","0"
"525081","0.00002845438639444408","0","0","0.00238949255286684","0.25","0"
"525176","","0.2","0","","1","0"
"525227","","0.1","0","","0.8","0"
"525488","","0","0.3333333333333333","","0.6666666666666666","0"
"525546","0.0000026374300085791117","0.1","0","","0.6666666666666666","0"
"525806","","0.1","0","","0.5","0"
"525975","0.000938949964469339","0.15","0","0.000638488875456565","1","0"
"525996","0.00002626482185901991","0.1","0","","0.6666666666666666","0"
"526062","0.00006705541389736515","0.1","0","0.005957694867399237","0.6","0"
"526206","","0","0","","1","0"
"526256","0.00036993688082598335","0.13333333333333333","0","","1","0"
"526332","0.00034911687818931896","0.2","0","","1","0"
"526365","0.00044014670524723603","0.2","0","0.0015461610154784262","1","0"
"526372","","0.1","0","","1","0"
"526378","","0.15","0","0.0016499292161180955","0.6","0"
"526443","","0.2","0","0.0018515613915346509","0","0"
"526490","","0.1","0","","1","0"
"526495","","0.1","0","","0.5","0"
"526711","0.0014437988546586967","0","0","0.013434249814091793","1","0"
"526789","0.0010930903314801655","0.06666666666666667","0","0.0021137591114808135","0.25","0"
"526837","","0.2","0.25","0.000696054859107691","1","0"
"526925","","","0","","0","0"
"526959","","0.2","0","","1","0"
"527001","","","0","","0","0"
"527046","0.00017672439818491731","0.06666666666666667","0","","1","0"
"527081","","0","0","0.0005002984715018485","1","0"
"527082","0.001033872563363012","0.2","0","","0.6666666666666666","0"
"527142","0.00005169772628359122","0.1","0","","1","0"
"527158","","0.2","0.25","","1","0"
"527187","0.00027616380331340826","0.13333333333333333","0","","1","0"
"527280","","0.2","0","","0","0"
"527321","","","0","","0","0"
"527359","","0.2","0","","1","0"
"527452","0.00007651864546902795","0","0","0.004447077437560307","1","0"
"527455","0.0008708495311346125","0.2","0.3333333333333333","","0.6666666666666666","0"
"527464","","0.24","0","","0.8333333333333334","0"
"527470","","0.2","0","","0.5","0"
"527508","","0.2","0","","0.6666666666666666","0"
"527690","","0.13333333333333333","0","","0.5","0"
"527726","","0.1","0","0.00032912882124488285","0","0"
"527928","","0.1","0","","1","0"
"528028","","0.1","0","0.0006529338835294258","0.5","0"
"528046","","0","0","0.04025996914711271","0.5","0"
"528061","0.00017182652930677842","0.06666666666666667","0","","1","0"
"528179","","","0","","0","0"
"528193","0.000425531914893617","0.06666666666666667","0","","1","0"
"528244","","0.1","0","","1","0"
"528248","0.00007082909519894846","0.2","0","","0.6666666666666666","0"
"528378","","0.2","0","","1","0"
"528421","","0.1","0","0.006308582004265159","0.5714285714285714","0"
"528490","0.00021176572455676248","0.05","0","0.00008008702738813102","1","0"
"528522","","0.4","0","","0.5","0"
"528580","0.0007196700525296437","0.2","0","","0.3333333333333333","0"
"528688","","","0","","0","0"
"528690","","0.13333333333333333","0","","1","0"
"528706","","0.2","0","0.0015093362371094512","1","0"
"528735","","0","0","","1","0"
"528743","","0.2","0.25","","0.75","0"
"528942","","0.1","0","","1","0"
"528953","0.001759542256897743","0","0.2","0.0007395406864668823","0.8","0"
"528967","","0.2","0","0.0038304356721618384","0.6666666666666666","0"
"529019","","0.2","0","0.00061406198022107","0.6","0"
"529023","","0.1","0","","1","0"
"529406","","0.15","0","","1","0"
"529501","0.00011105706566142129","0.15","0","0.00166822411252409","1","0"
"529510","","0.1","0","","0.5","0"
"529566","0.008205492622162773","0","0","","1","0"
"529704","","0","0.3333333333333333","","0.3333333333333333","0"
"529734","0.000044726831919073694","0.2","0","0.00007494736961868346","0.8","0"
"529887","","0.2","0","","1","0"
"530118","","0.2","0","0.0005557053119869869","1","0"
"530278","","0.05","0","0.0003485408126559929","0.75","0"
"530329","","0.2","0","0.06885268330627144","0","0"
"530371","","0","0","","0.3333333333333333","0"
"530374","0.0008183995079451335","0.1","0","","1","0"
"530514","0.00010554696317351502","0.2","0.2","0.006707892190617507","0.6","0"
"530585","","0.13333333333333333","0","","0.75","0"
"530687","0.0008590059775111815","0.1","0","0.0017450175723633214","1","0"
