"user_id","gender","married","has_children","age","perk_assigned"
"421700","F","false","true","41","exclusive discounts"
"421870","M","true","true","30","1 night free hotel with flight"
"422066","F","true","true","56","free checked bag"
"422668","F","false","false","18","1 night free hotel with flight"
"423042","F","false","true","43","free cancellation fees"
"423413","F","false","false","18","1 night free hotel with flight"
"424553","F","true","false","49","free checked bag"
"425632","F","true","false","46","free cancellation fees"
"425653","M","false","true","20","1 night free hotel with flight"
"425953","F","true","false","38","free hotel meal"
"425966","F","true","false","56","1 night free hotel with flight"
"426478","F","false","false","26","1 night free hotel with flight"
"427426","F","false","false","37","exclusive discounts"
"427506","F","true","true","55","exclusive discounts"
"428056","M","false","false","38","free cancellation fees"
"428552","F","true","false","37","exclusive discounts"
"428858","F","false","false","21","1 night free hotel with flight"
"429345","M","true","true","66","1 night free hotel with flight"
"429375","F","false","false","34","1 night free hotel with flight"
"430722","M","false","false","29","exclusive discounts"
"431144","F","true","false","52","exclusive discounts"
"431337","F","false","false","38","free checked bag"
"431602","F","false","false","37","free hotel meal"
"431746","F","false","false","41","free checked bag"
"431899","F","true","false","44","free hotel meal"
"431912","F","false","true","36","free checked bag"
"432333","F","true","true","50","free checked bag"
"432637","F","false","true","37","free cancellation fees"
"432941","F","false","false","41","free hotel meal"
"433080","F","true","false","44","free cancellation fees"
"433339","F","false","true","26","free checked bag"
"433905","F","false","false","26","1 night free hotel with flight"
"434238","F","true","true","51","free checked bag"
"434623","F","false","false","35","free cancellation fees"
"435231","F","false","false","31","free checked bag"
"435596","F","false","false","54","exclusive discounts"
"435669","F","false","true","45","free hotel meal"
"435837","F","false","false","52","1 night free hotel with flight"
"435882","F","true","false","52","free cancellation fees"
"436320","F","true","true","50","exclusive discounts"
"436894","F","true","false","42","free hotel meal"
"437069","F","false","false","43","free cancellation fees"
"437162","F","false","false","31","free checked bag"
"437251","F","false","false","44","free cancellation fees"
"437539","F","false","false","46","free cancellation fees"
"437549","F","false","false","40","free checked bag"
"438189","F","true","false","37","free cancellation fees"
"438406","F","false","false","44","free cancellation fees"
"438551","F","true","true","37","1 night free hotel with flight"
"438596","F","false","false","25","free checked bag"
"438839","F","false","true","50","exclusive discounts"
"438937","F","false","false","38","free checked bag"
"438985","F","false","false","30","1 night free hotel with flight"
"438995","F","false","false","24","1 night free hotel with flight"
"439052","F","true","false","52","free cancellation fees"
"439120","M","true","false","39","free checked bag"
"439363","F","false","false","52","free cancellation fees"
"440212","F","true","true","40","free checked bag"
"440655","F","false","true","31","free cancellation fees"
"441200","F","false","true","36","free checked bag"
"441205","F","true","true","47","exclusive discounts"
"441448","F","false","true","29","free checked bag"
"441457","F","true","false","59","free hotel meal"
"441982","F","false","false","48","free cancellation fees"
"442484","F","true","false","44","exclusive discounts"
"442718","F","true","true","49","free hotel meal"
"442812","F","true","true","55","1 night free hotel with flight"
"442819","F","true","false","72","free checked bag"
"442833","F","true","false","40","free cancellation fees"
"443305","F","false","false","22","free checked bag"
"443453","F","false","false","37","exclusive discounts"
"443598","F","false","false","44","1 night free hotel with flight"
"443652","F","false","false","31","free checked bag"
"444387","F","true","false","46","free cancellation fees"
"444885","F","true","false","33","free checked bag"
"445351","F","true","true","54","free cancellation fees"
"445515","F","false","false","40","free checked bag"
"446124","F","false","false","46","free cancellation fees"
"446138","F","true","false","40","exclusive discounts"
"446473","F","true","false","49","exclusive discounts"
"446933","M","false","false","48","free cancellation fees"
"447053","F","false","true","38","free checked bag"
"447591","M","false","false","23","exclusive discounts"
"447737","F","false","false","43","free checked bag"
"447951","F","false","false","43","free checked bag"
"448025","F","false","false","30","free hotel meal"
"448154","F","false","false","56","1 night free hotel with flight"
"448295","M","true","false","52","free checked bag"
"448467","F","false","false","38","1 night free hotel with flight"
"448564","F","false","false","49","free cancellation fees"
"449033","F","false","false","41","free cancellation fees"
"449326","F","false","false","39","1 night free hotel with flight"
"449619","F","false","false","36","free checked bag"
"449804","F","true","false","42","free checked bag"
"449980","F","false","false","18","exclusive discounts"
"450164","F","true","false","37","free hotel meal"
"450193","F","false","false","35","exclusive discounts"
"450305","F","false","false","40","exclusive discounts"
"450615","F","false","false","45","free cancellation fees"
"451291","F","true","false","55","1 night free hotel with flight"
"451674","F","false","true","25","1 night free hotel with flight"
"452034","F","false","false","50","1 night free hotel with flight"
"452532","F","false","false","33","free checked bag"
"452594","F","false","true","44","free cancellation fees"
"452612","F","true","true","43","free checked bag"
"453143","F","false","false","46","free cancellation fees"
"453168","F","true","false","47","free cancellation fees"
"454264","F","false","true","49","exclusive discounts"
"454430","F","true","false","39","free cancellation fees"
"454616","F","true","false","45","exclusive discounts"
"454661","F","false","false","46","exclusive discounts"
"454920","F","true","false","39","free cancellation fees"
"454934","F","true","false","42","free checked bag"
"454955","F","true","false","51","free checked bag"
"456226","F","false","false","48","1 night free hotel with flight"
"456318","F","false","false","31","exclusive discounts"
"456663","F","true","true","38","free checked bag"
"456671","F","false","false","38","free checked bag"
"457468","F","true","false","41","free checked bag"
"457599","F","true","false","40","free cancellation fees"
"457967","F","false","false","21","1 night free hotel with flight"
"458479","F","false","false","46","exclusive discounts"
"458688","F","false","false","43","exclusive discounts"
"458725","F","false","false","18","1 night free hotel with flight"
"458762","F","true","true","40","free checked bag"
"458814","F","false","false","33","free hotel meal"
"458855","F","true","true","31","free hotel meal"
"458919","F","false","false","37","free checked bag"
"459229","F","true","false","42","free cancellation fees"
"459486","F","false","false","29","free checked bag"
"459645","F","false","false","30","free checked bag"
"460072","M","false","false","50","exclusive discounts"
"460181","F","true","false","66","free hotel meal"
"460553","F","true","true","55","free checked bag"
"460625","F","true","true","47","free cancellation fees"
"461559","F","false","false","33","free cancellation fees"
"461744","F","false","false","31","exclusive discounts"
"461791","F","true","true","51","exclusive discounts"
"462127","F","true","false","41","exclusive discounts"
"462456","F","false","true","41","free cancellation fees"
"462894","F","false","false","52","free checked bag"
"463652","F","true","false","38","free checked bag"
"463698","F","false","false","38","free cancellation fees"
"463783","F","false","false","51","free cancellation fees"
"463867","F","false","false","32","free checked bag"
"463910","F","false","false","44","free cancellation fees"
"464080","F","true","false","71","free checked bag"
"464160","F","true","true","49","free checked bag"
"464239","F","false","false","49","exclusive discounts"
"464542","F","false","true","25","exclusive discounts"
"464597","F","true","true","60","1 night free hotel with flight"
"464614","F","false","false","38","free cancellation fees"
"464673","M","true","true","50","free checked bag"
"464782","F","true","true","48","free cancellation fees"
"464855","F","false","true","29","1 night free hotel with flight"
"465138","F","false","false","38","free cancellation fees"
"465343","F","true","true","53","free checked bag"
"465531","F","true","false","34","free hotel meal"
"465568","F","true","true","50","1 night free hotel with flight"
"465731","F","false","false","56","free cancellation fees"
"466205","F","true","true","39","free checked bag"
"466342","M","false","false","18","1 night free hotel with flight"
"466723","F","true","false","40","free cancellation fees"
"467007","M","true","true","49","free checked bag"
"467092","F","false","true","18","1 night free hotel with flight"
"467339","F","false","true","43","free checked bag"
"467809","F","false","true","47","free cancellation fees"
"467892","F","false","false","32","free cancellation fees"
"468106","F","false","false","45","free hotel meal"
"468370","F","false","false","34","free cancellation fees"
"468409","F","true","false","50","exclusive discounts"
"468666","F","false","true","43","exclusive discounts"
"468801","F","true","true","44","exclusive discounts"
"468808","F","false","true","46","free cancellation fees"
"468832","F","true","false","38","free cancellation fees"
"469237","F","false","true","18","1 night free hotel with flight"
"469418","F","true","true","26","1 night free hotel with flight"
"469440","F","true","true","45","free cancellation fees"
"469464","F","true","false","47","free hotel meal"
"469699","F","true","true","55","free checked bag"
"469767","F","true","false","48","free cancellation fees"
"469824","F","false","false","52","free checked bag"
"471077","F","true","false","57","free cancellation fees"
"471161","F","false","false","41","free checked bag"
"471186","F","true","false","50","1 night free hotel with flight"
"471500","F","false","true","27","free cancellation fees"
"471565","F","false","true","31","free checked bag"
"471649","F","true","true","48","1 night free hotel with flight"
"471687","F","true","false","41","free cancellation fees"
"471717","F","true","true","46","free cancellation fees"
"471935","F","true","false","48","free hotel meal"
"471946","F","true","true","45","1 night free hotel with flight"
"471973","F","false","true","37","1 night free hotel with flight"
"472394","F","false","false","43","free checked bag"
"472446","F","false","false","18","exclusive discounts"
"472614","F","false","false","40","exclusive discounts"
"472713","F","true","true","41","free checked bag"
"472785","M","false","false","46","free checked bag"
"472966","F","true","false","37","1 night free hotel with flight"
"473332","F","true","false","50","free cancellation fees"
"473343","F","true","false","48","free checked bag"
"473402","F","true","false","42","free checked bag"
"473467","F","true","false","43","free cancellation fees"
"473568","F","true","true","50","exclusive discounts"
"473712","F","false","false","46","free cancellation fees"
"473847","F","false","true","32","free checked bag"
"474007","F","false","false","18","free checked bag"
"474120","M","false","true","44","free hotel meal"
"474239","F","true","true","26","1 night free hotel with flight"
"474261","F","false","false","34","free checked bag"
"474278","F","false","false","25","1 night free hotel with flight"
"474384","F","true","false","42","exclusive discounts"
"474464","F","true","false","57","free checked bag"
"474546","F","true","false","53","free cancellation fees"
"474951","F","false","false","38","free cancellation fees"
"474980","F","true","false","41","free hotel meal"
"475060","F","false","false","32","free checked bag"
"475130","F","true","true","47","free cancellation fees"
"475467","F","false","false","36","free checked bag"
"475531","F","false","false","38","free cancellation fees"
"476081","F","true","true","57","free cancellation fees"
"476104","F","false","true","50","free cancellation fees"
"476124","F","false","false","35","free checked bag"
"476173","F","false","false","24","1 night free hotel with flight"
"476270","M","false","false","51","free cancellation fees"
"476393","F","true","false","52","exclusive discounts"
"476436","F","true","true","42","free cancellation fees"
"476535","F","false","true","49","free cancellation fees"
"476665","F","true","false","39","free cancellation fees"
"476693","F","false","false","37","free cancellation fees"
"476714","F","false","false","45","free hotel meal"
"476742","M","false","true","49","free checked bag"
"476916","F","false","true","33","1 night free hotel with flight"
"476956","F","false","false","28","free cancellation fees"
"477285","F","true","false","52","free checked bag"
"477316","F","false","false","39","free cancellation fees"
"477597","F","true","true","48","exclusive discounts"
"477730","F","false","false","46","free cancellation fees"
"477805","F","false","false","34","1 night free hotel with flight"
"478003","M","true","false","54","free cancellation fees"
"478146","F","true","false","49","free checked bag"
"478188","M","false","false","30","free checked bag"
"478228","M","true","false","27","free hotel meal"
"478291","F","true","true","47","free checked bag"
"478533","F","true","false","48","free hotel meal"
"478585","F","false","false","47","free cancellation fees"
"478760","F","false","false","21","1 night free hotel with flight"
"478801","F","true","false","50","free checked bag"
"478834","M","false","true","41","1 night free hotel with flight"
"479071","F","false","false","37","free cancellation fees"
"479078","M","false","false","18","1 night free hotel with flight"
"479101","F","false","true","36","free checked bag"
"479254","F","true","false","44","free cancellation fees"
"479524","F","false","false","33","1 night free hotel with flight"
"479785","M","true","true","38","1 night free hotel with flight"
"480186","F","false","false","24","1 night free hotel with flight"
"480313","F","true","false","48","exclusive discounts"
"480331","F","true","false","41","exclusive discounts"
"480690","F","false","false","48","free cancellation fees"
"480796","F","false","true","41","free hotel meal"
"480877","F","true","false","48","free checked bag"
"480895","F","false","false","42","free cancellation fees"
"480975","F","true","false","71","1 night free hotel with flight"
"481050","F","true","true","47","free checked bag"
"481245","F","false","false","47","exclusive discounts"
"481292","F","false","false","33","free checked bag"
"481358","F","false","false","18","exclusive discounts"
"481554","F","true","false","47","free cancellation fees"
"481622","F","true","false","42","free cancellation fees"
"481772","F","false","false","34","exclusive discounts"
"481781","F","false","false","75","1 night free hotel with flight"
"482264","F","true","true","43","free cancellation fees"
"482335","F","false","false","43","1 night free hotel with flight"
"482424","F","false","false","40","free cancellation fees"
"482548","F","false","true","29","1 night free hotel with flight"
"482602","F","false","false","45","free cancellation fees"
"482621","F","true","true","48","free hotel meal"
"482630","F","false","false","31","free checked bag"
"482744","F","false","false","39","free checked bag"
"482811","M","false","false","68","1 night free hotel with flight"
"483224","F","false","false","47","free hotel meal"
"483237","F","true","false","37","free cancellation fees"
"483345","F","true","true","45","free cancellation fees"
"483480","M","true","true","39","free cancellation fees"
"483483","F","true","true","46","exclusive discounts"
"483525","F","true","true","46","free checked bag"
"483603","F","false","false","39","free hotel meal"
"483928","F","false","false","42","free cancellation fees"
"483982","F","false","false","18","exclusive discounts"
"484249","F","true","false","43","free hotel meal"
"484342","F","false","false","18","free checked bag"
"484418","F","true","false","37","free checked bag"
"484987","F","false","false","57","free cancellation fees"
"485149","F","false","false","42","free cancellation fees"
"485260","F","true","true","50","free checked bag"
"485393","F","false","false","27","1 night free hotel with flight"
"485505","F","false","false","28","free checked bag"
"485518","F","false","false","28","1 night free hotel with flight"
"485536","F","true","true","37","1 night free hotel with flight"
"485544","F","true","false","42","free cancellation fees"
"485591","F","true","false","49","free cancellation fees"
"485658","F","false","false","32","free checked bag"
"485780","F","false","true","40","free cancellation fees"
"485785","F","false","false","31","free checked bag"
"485891","F","false","true","33","free hotel meal"
"485894","F","false","true","43","free hotel meal"
"486046","F","true","false","74","1 night free hotel with flight"
"486113","F","true","false","49","exclusive discounts"
"486191","F","true","false","68","1 night free hotel with flight"
"486261","F","false","false","38","exclusive discounts"
"486268","F","false","false","26","1 night free hotel with flight"
"486270","F","false","false","28","exclusive discounts"
"486366","F","true","false","48","free checked bag"
"486447","F","false","true","27","1 night free hotel with flight"
"486454","M","true","true","46","free cancellation fees"
"486605","F","false","false","30","exclusive discounts"
"486671","F","true","true","55","free cancellation fees"
"486751","F","true","false","50","free cancellation fees"
"486823","F","false","false","27","1 night free hotel with flight"
"487002","F","false","false","20","free hotel meal"
"487036","F","true","true","41","free checked bag"
"487040","F","false","true","37","free checked bag"
"487101","F","true","false","40","free cancellation fees"
"487276","F","true","false","65","free cancellation fees"
"487352","F","false","true","18","free hotel meal"
"487453","F","false","false","43","free cancellation fees"
"487637","M","false","true","52","free cancellation fees"
"487680","F","true","true","50","free hotel meal"
"487715","F","true","false","50","free cancellation fees"
"487858","F","true","false","42","free hotel meal"
"487954","M","false","false","42","free hotel meal"
"488009","F","false","false","47","free cancellation fees"
"488099","F","false","false","18","1 night free hotel with flight"
"488246","F","false","false","18","1 night free hotel with flight"
"488314","F","true","false","57","free cancellation fees"
"488410","F","true","true","52","free cancellation fees"
"488430","F","false","false","18","1 night free hotel with flight"
"488462","F","true","false","45","free cancellation fees"
"488480","M","true","false","42","exclusive discounts"
"488511","F","true","false","45","exclusive discounts"
"488529","F","true","true","48","free hotel meal"
"488539","F","true","false","51","1 night free hotel with flight"
"488672","F","true","false","50","exclusive discounts"
"488827","F","false","false","37","free cancellation fees"
"488865","F","false","false","36","free checked bag"
"488870","F","true","true","58","free checked bag"
"488918","F","false","false","48","free cancellation fees"
"488974","F","false","false","55","free checked bag"
"489096","F","false","false","39","1 night free hotel with flight"
"489131","F","false","false","24","1 night free hotel with flight"
"489575","F","true","true","45","free cancellation fees"
"489635","M","false","false","49","free cancellation fees"
"489661","F","false","false","20","1 night free hotel with flight"
"489730","F","false","false","43","free cancellation fees"
"489785","F","true","true","38","free hotel meal"
"489786","F","true","false","51","1 night free hotel with flight"
"489802","F","true","false","40","free hotel meal"
"489844","F","true","true","49","free checked bag"
"489852","F","true","false","51","free hotel meal"
"489949","F","false","true","48","1 night free hotel with flight"
"489953","F","false","true","40","free cancellation fees"
"489992","M","false","false","29","exclusive discounts"
"490040","F","true","false","46","free hotel meal"
"490107","F","false","false","37","free cancellation fees"
"490133","F","true","true","50","free cancellation fees"
"490201","F","false","true","42","free checked bag"
"490348","F","false","false","38","free checked bag"
"490358","F","false","true","28","free checked bag"
"490517","F","true","true","52","free checked bag"
"490576","M","true","false","57","exclusive discounts"
"490608","F","false","false","36","free checked bag"
"490629","F","false","true","38","free cancellation fees"
"490671","F","false","true","37","free checked bag"
"491003","F","false","true","39","exclusive discounts"
"491124","M","false","false","55","free cancellation fees"
"491141","F","false","false","50","free cancellation fees"
"491175","F","true","true","57","free cancellation fees"
"491182","F","false","false","47","free cancellation fees"
"491241","F","true","true","51","exclusive discounts"
"491266","F","true","false","43","free checked bag"
"491559","F","true","false","48","1 night free hotel with flight"
"491597","F","false","false","46","free checked bag"
"491617","F","false","false","54","free hotel meal"
"491706","M","false","false","44","exclusive discounts"
"491772","F","false","false","55","exclusive discounts"
"491925","M","false","false","53","free cancellation fees"
"491930","F","false","false","42","free hotel meal"
"491995","M","false","false","18","1 night free hotel with flight"
"492209","F","true","false","42","free cancellation fees"
"492211","M","false","false","22","free hotel meal"
"492287","F","false","false","38","free checked bag"
"492371","M","true","false","44","free checked bag"
"492497","F","true","false","41","1 night free hotel with flight"
"492614","F","false","false","19","1 night free hotel with flight"
"492999","F","false","false","31","1 night free hotel with flight"
"493177","F","true","false","47","free cancellation fees"
"493409","M","false","false","29","free cancellation fees"
"493476","F","false","true","42","exclusive discounts"
"493718","F","true","true","54","free hotel meal"
"494294","F","true","false","40","free cancellation fees"
"494374","F","false","false","48","exclusive discounts"
"494382","F","false","true","40","free cancellation fees"
"494441","F","false","true","45","1 night free hotel with flight"
"494463","F","false","true","36","free cancellation fees"
"494484","F","false","false","18","free checked bag"
"494590","F","false","false","28","free checked bag"
"494630","F","false","false","18","1 night free hotel with flight"
"494680","F","false","false","28","free cancellation fees"
"494704","M","true","false","43","free cancellation fees"
"494985","F","false","false","49","free cancellation fees"
"495029","F","true","false","45","exclusive discounts"
"495042","F","true","false","48","free cancellation fees"
"495080","F","true","false","35","exclusive discounts"
"495272","F","false","false","33","exclusive discounts"
"495273","F","false","false","31","free cancellation fees"
"495386","F","true","true","55","exclusive discounts"
"495482","F","true","false","37","free cancellation fees"
"495592","M","true","true","55","1 night free hotel with flight"
"495603","F","true","false","30","free cancellation fees"
"495727","F","true","false","49","free cancellation fees"
"496016","F","true","false","43","free cancellation fees"
"496074","F","false","false","30","1 night free hotel with flight"
"496273","F","true","false","56","free cancellation fees"
"496286","M","false","false","41","free checked bag"
"496332","F","false","false","46","exclusive discounts"
"496382","F","false","false","43","free checked bag"
"496408","F","false","false","44","free cancellation fees"
"496566","F","false","false","47","free cancellation fees"
"496899","F","false","false","23","free checked bag"
"496972","F","false","false","35","free cancellation fees"
"497042","F","true","true","56","free cancellation fees"
"497077","F","false","false","43","1 night free hotel with flight"
"497108","F","false","false","48","free hotel meal"
"497225","F","true","false","48","free cancellation fees"
"497475","F","true","false","47","1 night free hotel with flight"
"497615","F","false","true","46","free checked bag"
"497678","F","true","false","43","free checked bag"
"497680","F","false","true","41","exclusive discounts"
"497829","M","false","true","56","exclusive discounts"
"497915","F","true","false","40","free checked bag"
"498154","F","true","false","45","free checked bag"
"498199","F","true","false","46","free cancellation fees"
"498287","M","false","false","42","free hotel meal"
"498298","F","false","false","18","free checked bag"
"498357","F","false","false","45","exclusive discounts"
"498363","F","false","false","49","free hotel meal"
"498500","F","true","true","50","exclusive discounts"
"498574","F","true","false","38","free cancellation fees"
"498607","F","true","false","43","exclusive discounts"
"498665","F","false","false","37","free cancellation fees"
"498857","F","true","false","38","free checked bag"
"498931","F","true","true","59","exclusive discounts"
"499028","F","true","false","37","free cancellation fees"
"499038","F","false","false","31","free checked bag"
"499252","F","true","false","40","free checked bag"
"499313","F","false","false","46","free checked bag"
"499366","F","false","false","48","free checked bag"
"499375","F","false","false","43","free cancellation fees"
"499379","F","true","false","66","exclusive discounts"
"499461","F","false","false","51","free cancellation fees"
"499475","F","true","false","39","free cancellation fees"
"499633","F","false","false","32","free cancellation fees"
"499634","F","false","true","36","free checked bag"
"499659","F","true","true","59","1 night free hotel with flight"
"499669","F","true","true","32","free checked bag"
"499751","F","true","false","53","free checked bag"
"499760","F","true","true","50","1 night free hotel with flight"
"499780","F","false","true","37","1 night free hotel with flight"
"499810","M","true","false","46","free cancellation fees"
"499847","F","true","true","50","free hotel meal"
"499969","F","false","false","26","1 night free hotel with flight"
"499979","F","true","false","50","free cancellation fees"
"499990","F","false","false","38","1 night free hotel with flight"
"500078","F","true","false","47","free checked bag"
"500196","F","true","false","52","free hotel meal"
"500243","F","false","false","25","exclusive discounts"
"500257","F","false","false","45","free checked bag"
"500288","F","false","true","18","1 night free hotel with flight"
"500299","F","false","false","20","1 night free hotel with flight"
"500493","F","false","true","42","free hotel meal"
"500532","F","true","true","38","1 night free hotel with flight"
"500646","F","true","false","48","exclusive discounts"
"500745","F","false","false","29","free cancellation fees"
"500773","F","false","false","28","free cancellation fees"
"500791","F","true","false","73","1 night free hotel with flight"
"500828","F","true","false","46","exclusive discounts"
"500972","F","true","true","42","exclusive discounts"
"500974","F","false","false","42","free cancellation fees"
"501087","F","true","false","57","exclusive discounts"
"501125","M","true","true","47","free hotel meal"
"501184","F","true","true","56","free hotel meal"
"501322","F","true","true","54","free checked bag"
"501344","M","false","false","51","exclusive discounts"
"501436","F","true","false","31","free checked bag"
"501512","F","true","true","35","exclusive discounts"
